Semester,Jenis,Program,Judul,Pembimbing
2023/2024-2,Skripsi,Teknik Komputer Reguler,"Strategi Konfigurasi Hypervisor KVM pada Virtual Machine di Apache CloudStack untuk Kompresi Video, Validasi Integritas Data, Enkripsi, dan Dekripsi","Yan Maraden, S.T., M.T., M.Sc."
2023/2024-2,Skripsi,Teknik Komputer Reguler,Deteksi Serangan pada Session Management Function (SMF) Melalui Lalu Lintas Packet Forwarding Control Protocol (PFCP) Core Network 5G Menggunakan Machine Learning,"Yan Maraden, S.T., M.T., M.Sc."
2023/2024-2,Skripsi,Teknik Komputer Reguler,Meningkatkan Efisiensi Energi dan Mengurangi Emisi Karbon pada Sistem Operasi Komputer Melalui Teknik Undervolting,"Yan Maraden, S.T., M.T., M.Sc."
2023/2024-2,Skripsi,Teknik Biomedik,Evaluasi Statistik Performa Algoritma Federated Learning pada Klasifikasi Tumor Otak,"Mohammad Ikhsan,"
2023/2024-2,Skripsi,Teknik Komputer Reguler,Pengembangan Model Prediksi Massa Ikan Berdasarkan Gambar dan Video Menggunakan Yolov8 dan Regression Model,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2023/2024-2,Skripsi,Teknik Komputer Reguler,Pengembangan Abstractive-Extractive Text Summarization dengan BART Untuk Teks Berita Bahasa Indonesia,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2023/2024-2,Skripsi,Teknik Komputer Reguler,Pengembangan Sistem Pendeteksian Multi Objek Alat Pelindung Diri Berbasis YOLOv7 dan Face Recognition menggunakan FaceNet,"Dr. Prima Dewi Purnamasari, ST MT MSc"
2023/2024-2,Skripsi,Teknik Komputer Reguler,Proof of Concept TCP Spoofing untuk Pengendalian Data di Internet Publik dengan DPDK,"Muhammad Firdaus Syawaludin Lubis, S.T., MT., Ph.D."
2023/2024-2,Skripsi,Teknik Komputer Reguler,Purwarupa Network Packet Broker Menggunakan DPDK Dalam Sistem Blokir Website Berbahaya,"Muhammad Firdaus Syawaludin Lubis, S.T., MT., Ph.D."
2023/2024-2,Skripsi,Teknik Komputer Reguler,Implementasi Sistem Dashboard dalam Pengelolaan Sistem Terdistribusi untuk Filtrasi Konten Internet Publik,"Muhammad Firdaus Syawaludin Lubis, S.T., MT., Ph.D."
2023/2024-2,Skripsi,Teknik Elektro Paralel,Identifikasi Arus Gangguan Hubung Singkat dan Pengaturan Rele Arus Lebih pada Sistem Pembangkit Terdistribusi Berbasis Inverter,"Ir. I Made Ardita Y, M.T."
2023/2024-2,Skripsi,Teknik Elektro Paralel,Simulasi Deteksi Arus Gangguan Hubung Singkat dan Pengaturan Rele Arus Lebih untuk Pembangkit Berbasis Inverter Terhubung pada Sistem Transmisi,"Ir. I Made Ardita Y, M.T."
2023/2024-2,Skripsi,Teknik Elektro Reguler,Optimasi Perencanaan Pembangkit Listrik Tenaga Surya Atap dengan Konfigurasi On-Grid dan Off-Grid di Gedung Departemen Teknik Elektro Universitas Indonesia,"Ismi Rosyiana Fitri, S.T., Ph.D."
2023/2024-2,Skripsi,Teknik Elektro Reguler,Pemodelan dan Simulasi Secondary Control pada Sistem Microgrid Terisolasi Berbasis Dua Inverter,"Ismi Rosyiana Fitri, S.T., Ph.D."
2023/2024-2,Skripsi,Teknik Biomedik,Pengembangan Sistem Deteksi Retinopati Diabetik Berbasis Vision Transformer,"Mohammad Ikhsan,"
2023/2024-2,Skripsi,Teknik Elektro Reguler,Analisis MPPT Algoritma Modified Perturb and Observe (MPO) Berdasarkan Metode Estimasi Nilai Open-Circuit Voltage Pada Sistem Fotovoltaik dengan Boost Converter,"Ismi Rosyiana Fitri, S.T., Ph.D."
2023/2024-2,Skripsi,Teknik Elektro Reguler,Analisis Maximum Power Point Tracking Incremental Conductance pada Sistem Photovoltaic Menggunakan Two-Phase Interleaved Boost Converter,"Ismi Rosyiana Fitri, S.T., Ph.D."
2023/2024-2,Skripsi,Teknik Elektro Reguler,Studi Potensi Pembangkit Listrik Tenaga Surya Pada Atap Gedung Dengan Mempertimbangkan Aspek Ekonomi,"Prof. Dr. Ir. Iwa Garniwa M. K., MT."
2023/2024-2,Skripsi,Teknik Elektro Reguler,Analisis Perbandingan Interpretasi Metode Tiga Rasio dengan Metode Konvensional Hasil Uji DGA Dalam Mendiagnosis Gangguan Pada Transformator Daya,"Prof. Dr. Ir. Iwa Garniwa M. K., MT."
2023/2024-2,Skripsi,Teknik Elektro Reguler,Perancangan Jaringan FTTX Konfigurasi TWDM-PON Dengan Data Rate Asimetris 64 Gbps Downstream dan 50 Gbps Upstream untuk Aplikasi Daerah Industri,"Dr. Ir. Catur Apriono, S.T., M.T., Ph.D"
2023/2024-2,Skripsi,Teknik Elektro Paralel,Studi Penggunaan Spektrum Radio pada Perancangan Fronthaul 5G WDM Radio Over Fiber dengan Optimasi Menggunakan Optical Amplifier dan Dispersion Compensating Fiber,"Dr. Ir. Catur Apriono, S.T., M.T., Ph.D"
2023/2024-2,Skripsi,Teknik Elektro Paralel,Pengembangan Rancang Bangun Sistem Deteksi Kejadian untuk Objek Dicuri / Tertinggal untuk Menggunakan Model Machine Learning YOLACT dan Mask R – CNN,"Prof Dr Ir Dadang Gunawan, M.Eng."
2023/2024-2,Skripsi,Teknik Elektro Paralel,Deteksi Kerusakan Panel Surya dengan Menggunakan Algoritma YOLOv8,"Prof Dr Ir Dadang Gunawan, M.Eng."
2023/2024-2,Skripsi,Teknik Biomedik,Analisis Peran Profesi Teknik Biomedik dalam Ekosistem Industri Kesehatan Indonesia,"Dr. Basari, S.T., M.Eng."
2023/2024-2,Skripsi,Teknik Elektro Reguler,Perancangan Sistem WDM Radio over Fiber Menggunakan Gelombang Milimeter untuk Aplikasi 5G Fronthaul,"Dr. Ir. Catur Apriono, S.T., M.T., Ph.D"
2023/2024-2,Skripsi,Teknik Elektro Reguler,Studi Pengaruh Line Coding Terhadap Skema Uplink FSO-HAPs Untuk Aplikasi 5G,"Dr. Ir. Catur Apriono, S.T., M.T., Ph.D"
2023/2024-2,Skripsi,Teknik Elektro Paralel,Studi Perbandingan Akurasi Deteksi Lokasi Gangguan antara Relai Jarak dengan Relai Sistem Gelombang Berjalan pada Sistem Transmisi Hibrida,"Chairul Hudaya, Ph.D"
2023/2024-2,Skripsi,Teknik Elektro Reguler,Studi Pengaruh Integrasi Electric Vehicle Charging Station Secara Terpusat Pada Jaringan Distribusi Berkapasitas Rendah,"Ir. I Made Ardita Y, M.T."
2023/2024-2,Skripsi,Teknik Elektro Reguler,Studi Kelayakan Implementasi Battery Energy Storage System (BESS) Sebagai Ancillary Services untuk Regulasi Frekuensi Menggunakan Metode Cost Benefit Analysis,"Ir. I Made Ardita Y, M.T."
2023/2024-2,Skripsi,Teknik Elektro Reguler,Penentuan Lokasi Dan Kapasitas Static Var Compensator (SVC) Terhadap Fenomena Overvoltage Pada Subsistem Kelistrikan Cawang Menggunakan Algoritma Firefly Optimization,"Ir. I Made Ardita Y, M.T."
2023/2024-2,Skripsi,Teknik Elektro Reguler,Peningkatan Keandalan Jaringan Distribusi Listrik di Kawasan Bandara Sultan Thaha Syaifuddin Jambi Melalui Konsep Desain Jaringan Zero Down Time (ZDT),"Ir. I Made Ardita Y, M.T."
2023/2024-2,Skripsi,Teknik Biomedik,Analisis Data Diffusion Tensor Imaging (DTI) Pada Pasien Tuli Didapat dan Tuli Kongenital Untuk Pengembangan Model Machine Learning,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2023/2024-2,Skripsi,Teknik Elektro Reguler,Perancangan Microbolometer Terkopel Antena Planar Bowtie dengan Konfigurasi Double-crossed dan Penambahan Lensa pada Frekuensi 1 THz,"Prof. Dr. Ir. Eko Tjipto Rahardjo, MSc"
2023/2024-2,Skripsi,Teknik Komputer Reguler,Optimasi Penggunaan Resource Microservice Berdasarkan Customer Behavior Model Graph (Cbmg) dengan Horizontal Pod Autoscaling (Hpa),"Muhammad Firdaus Syawaludin Lubis, S.T., MT., Ph.D."
2023/2024-2,Skripsi,Teknik Elektro Paralel,Rancang Bangun Sistem Proteksi Baterai Berbasis Kurva Inverse Definite Minimum Time Dengan Sistem Komunikasi CAN BUS,"Prof. Dr. Ir. Feri Yusivar, M.Eng."
2023/2024-2,Skripsi,Teknik Elektro Reguler,Pengembangan Sistem Pelacak Multi-Objek Daring Berbasis Citra Termal Menggunakan Yolov7 dan Deepsort,"Prof. Dr. Benyamin Kusumo Putro, M. Eng"
2023/2024-1,Skripsi,Teknik Elektro Reguler,Antena Mikrostrip Dua Pita untuk Penerima Stasiun Bumi dan Pemancar Satelit Iot,"Prof. Dr. Ir. Eko Tjipto Rahardjo, MSc"
2023/2024-1,Skripsi,Teknik Komputer Reguler,"Rancang Bangun Sistem Pendeteksian, Pelacakan Aktifitas Pada Video dengan Menggunakan YOLOv8","Yan Maraden, S.T., M.T., M.Sc."
2023/2024-1,Skripsi,Teknik Biomedik,Studi Pengaruh Penambahan Ekstrak Propolis terhadap Karakterisasi Fisika-Kimia Perancah Komposit PCL/HAp dengan Pelapisan Gelatin untuk Aplikasi Rekayasa Jaringan Tulang,"Siti Fauziyah Rahman,"
2023/2024-1,Skripsi,Teknik Elektro Reguler,Desain Perbandingan Sistem Hidroponik Berbasis IoT dengan Menggunakan Mikrokontroler PIC-IoT Dan ESP32,"Taufiq Alif Kurniawan, MSc.Eng"
2023/2024-1,Skripsi,Teknik Elektro Reguler,Rancang Bangun Sensor pH Dan Sensor Konduktivitas Elektrik Berbasis Sistem Tertanam Berbiaya Rendah,"Taufiq Alif Kurniawan, MSc.Eng"
2023/2024-1,Skripsi,Teknik Komputer Reguler,Rancang Bangun dan Analisis Performa Kerja Metode SO-VITS-SVC dan RVC untuk Singing Voice Conversion,"Yan Maraden, S.T., M.T., M.Sc."
2023/2024-1,Skripsi,Teknik Elektro Reguler,Perancangan disain PCB Solar Charge Controller dengan algoritma MPPT berbasis Arduino Nano dengan Aplikasi pada Lingkungan Nyata,"Tomy Abuzairi,"
2023/2024-1,Skripsi,Teknik Elektro Reguler,Desain Filter On-Chip 300 MHz dengan Active Inductor Berbasis Gyrator-C untuk Komunikasi Broadband,"Taufiq Alif Kurniawan, MSc.Eng"
2023/2024-1,Skripsi,Teknik Komputer Reguler,Rancang Bangun dan Analisis Performa Autoscaling dalam Kluster Kubernetes di Apache Cloudstack,"Yan Maraden, S.T., M.T., M.Sc."
2023/2024-1,Skripsi,Teknik Elektro Reguler,Rancang Bangun Rangkaian Elektronika Pendukung Sensor Mikrokantilever yang Beroperasi pada Frekuensi 300 kHz,"Dr.Eng. Ir. Arief Udhiarto, S.T., M.T."
2023/2024-1,Skripsi,Teknik Komputer Reguler,Pengembangan Sistem Penilaian Esai Otomatis (SIMPLE-O) Untuk Ujian Bahasa Jepang Dengan Memvariasikan Fungsi Aktivasi Pada Model Recurrent Neural Network,"Prof. Dr. Ir. Anak Agung Putri Ratna, M.Eng"
2023/2024-1,Skripsi,Teknik Elektro Paralel,Pengujian Instrumen Pelacakan Titik Daya Maksimum pada Panel Surya Menggunakan Solar Charge Controller Terintegrasi dengan IoT,"Prof. DR. Ir. Nji Raden Poespawati, MT"
2023/2024-1,Skripsi,Teknik Komputer Reguler,Pengembangan Sistem Automated Essay Grading Dengan Metode ALBERT,"Prof. Dr. Ir. Anak Agung Putri Ratna, M.Eng"
2023/2024-1,Skripsi,Teknik Elektro Paralel,Analisis Pengaruh CuSCN Dalam Lapisan Elektroda Karbon dan Lapisan TEOS Pada Fabrikasi Sel Surya Perovskite,"Prof. DR. Ir. Nji Raden Poespawati, MT"
2023/2024-1,Skripsi,Teknik Elektro Paralel,Analisis Peningkatan Keandalan Sistem Distribusi Tenaga Listrik dengan Rekonfigurasi Jaringan Zero Down Time (ZDT),"Dr.Ing Budi Sudiarto, ST., MT."
2023/2024-1,Skripsi,Teknik Elektro Paralel,Evaluasi Instalasi Sistem Pentanahan pada Gedung di Fakultas Teknik Universitas Indonesia,"Dr.Ing Budi Sudiarto, ST., MT."
2023/2024-1,Skripsi,Teknik Komputer Reguler,Mengukur Sekuritas Infrastruktur Jaringan Wi-Fi Institusi Pendidikan Menggunakan kerangka kerja PTES Dan Kali Linux,"I Gde Dharma Nugraha, S.T., M.T., Ph.D"
2023/2024-1,Skripsi,Teknik Komputer Reguler,Analisis Perbandingn Model YOLOv8 dan YOLOv5 dalam Rancang Bangun Sistem Pengenal dan Pengidentifikasi Nomor Kendaraan Berbasis Kecerdasan Artificial,"Dr. Ir. Dodi Sudiana, M.Eng."
2023/2024-1,Skripsi,Teknik Biomedik,Segmentasi Citra Radiografi Pelvis dengan Algoritma Eff-UNet dan Hough Transform untuk Perhitungan Femoral Neck-Shaft Angle Otomatis,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2023/2024-1,Skripsi,Teknik Elektro Paralel,Optimisasi Pengaturan Siklus Lampu Lalu Lintas Menggunakan Deep Reinforcement Learning,"Naufan Raharya, S.T, M.T., Ph.D."
2023/2024-1,Skripsi,Teknik Elektro Reguler,Desain Otomatisasi Relay Alat Flash Joule Heating dengan Komunikasi Bluetooth Menggunakan Mikrokontroler,"Tomy Abuzairi,"
2023/2024-1,Skripsi,Teknik Elektro Reguler,Optimisasi Rantai Logistik Biomassa Jangka Panjang Menggunakan Deep Learning dan Mixed Integer Linear Programming,"Naufan Raharya, S.T, M.T., Ph.D."
2023/2024-1,Skripsi,Teknik Elektro Paralel,Analisis dan Pemodelan Pemeliharaan Prediktif Berbasis Deteksi Anomali pada Mesin Produksi Manufaktur dengan Generative Adversarial Network (GAN),"Naufan Raharya, S.T, M.T., Ph.D."
2023/2024-1,Skripsi,Teknik Elektro Reguler,Rancang Bangun Sistem Phase-Shifted Full Bridge DC-DC Converter,"Prof. Dr. Ir. Feri Yusivar, M.Eng."
2023/2024-1,Skripsi,Teknik Elektro Paralel,Rancang Bangun Instrumen Pencampur Krim Berbasis Internet of Things,"Tomy Abuzairi,"
2023/2024-1,Skripsi,Teknik Elektro Reguler,Rancang Bangun Sistem Pengendalian Katup dan Sensor Konsentrasi Oksigen pada Konsentrator Oksigen,"Tomy Abuzairi,"
2023/2024-1,Skripsi,Teknik Elektro Paralel,Rancang Bangun Sistem Inverter Tiga Fasa Open-Loop Dengan Metode Sinusoidal Pulse Width Modulation (SPWM) Berbasis Mikrokontroler LAUNCHXL-F28379D,"Prof. Dr. Ir. Feri Yusivar, M.Eng."
2023/2024-1,Skripsi,Teknik Elektro Reguler,Rancang Bangun Pengukuran Kekasaran Permukaan Pemotongan Laser CO2 pada Stainless Steel dan Low Carbon Steel,"Prof.Dr.Ir. Retno Wigajatri Purnamaningsih, MT"
2023/2024-1,Skripsi,Teknik Elektro Reguler,Analisis Tekno-Ekonomi Penambahan Sistem Pembangkit Listrik Tenaga Surya (PLTS) Atap On-Grid pada Gedung Energi 625,"Aji Nur Widyanto, ST., MT."
2023/2024-1,Skripsi,Teknik Elektro Reguler,Studi Pengujian Kenaikan Suhu untuk Masa Penggunaan Transformator Tipe Kering Jenis Cast Resin dengan Kapasitas Beban Variatif,"Aji Nur Widyanto, ST., MT."
2023/2024-1,Skripsi,Teknik Elektro Reguler,Evaluasi Kualitas Daya Listrik Pada Gedung Denki Engineering,"Aji Nur Widyanto, ST., MT."
2023/2024-1,Skripsi,Teknik Elektro Reguler,"Studi Perancangan dan Optimasi Sistem Pembangkit Listrik Tenaga Surya Atap On-Grid pada Gedung Teknologi 3, BRIN","Aji Nur Widyanto, ST., MT."
2023/2024-1,Skripsi,Teknik Elektro Paralel,Studi Pengaruh Pemasangan Battery Energy Storage System (BESS) Sebagai Ancillary Service Untuk Memaksimalkan Black Start Saat Terjadinya Black Out Pada Sistem Pembangkit,"Ir. I Made Ardita Y, M.T."
2023/2024-1,Skripsi,Teknik Elektro Reguler,Pemasangan Optimal Static Var Compensator (SVC) untuk Memperbaiki Profil Tegangan pada Sistem Transmisi DI Yogyakarta 150 kV dengan Mempertimbangkan Kondisi Beban Rendah,"Ir. I Made Ardita Y, M.T."
2023/2024-1,Skripsi,Teknik Elektro Reguler,Pengembangan Alat Komunikasi Pengiriman Pesan Point-to-point Menggunakan Teknologi Lora 433 Mhz,"Prof. Dr. Muhammad Suryanegara, ST., M.Sc., IPU"
2023/2024-1,Skripsi,Teknik Elektro Paralel,Rancang Bangun Pendeteksi dan Monitoring Curah Hujan Berbasis LoRaWAN,"Prof. Dr. Ir. Muhamad Asvial, MEng."
2023/2024-1,Skripsi,Teknik Elektro Reguler,Analisis Pengaruh Current Discharge dan Kapasitas pada Baterai Lithium Ion dalam peningkatan Efisiensi pada Simulator Sistem Propulsi Kendaraan Listrik.,"Prof. Dr. Ir. Iwa Garniwa M. K., MT."
2023/2024-1,Skripsi,Teknik Elektro Reguler,Rancang Bangun Sistem Pemantauan Energi Listrik Lampu Rumah Tangga Berbasis NB-IoT,"Prof. Dr. Ir. Muhamad Asvial, MEng."
2023/2024-1,Skripsi,Teknik Elektro Paralel,Pengembangan Perangkat Cloud Telemetry untuk Kendaraan berbasis Protokol Controller Area Network (CAN) Bus,"Prof. Dr. Muhammad Suryanegara, ST., M.Sc., IPU"
2023/2024-1,Skripsi,Teknik Elektro Internasional,Pengaruh Monopoli Natural Dalam Struktur Industri Perusahaan Listrik Negara (PLN) Terhadap Perkembangan Sistem Ketenagalistrikan Indonesia yang Terdesentralisasi.,"Dr.Ing Budi Sudiarto, ST., MT."
2023/2024-1,Skripsi,Teknik Elektro Internasional,Analisis Tekno-Ekonomi Sistem Tenaga Angin di Pulau Pagai Utara dan Pulau Pagai Selatan,"Dr.Ing Budi Sudiarto, ST., MT."
2023/2024-1,Skripsi,Teknik Biomedik,Formulasi dan Karakterisasi Matriks Transdermal Patch Berbasis Pati Sago dan Hidroksipropil Metilselulosa untuk Penghantaran Curcumin,"Siti Fauziyah Rahman,"
2023/2024-1,Skripsi,Teknik Elektro Reguler,Perhitungan Carbon Footprint Jaringan Selular 900 MHz dan 1800 MHz dengan Metode Life Cycle Assessment (LCA): Studi Kasus Kota Depok,"Prof. Dr. Muhammad Suryanegara, ST., M.Sc., IPU"
2023/2024-1,Skripsi,Teknik Elektro Reguler,Studi Pengaturan Tegangan Menggunakan Shunt Reactor Pada Saat Beban Rendah Periode Libur Panjang di Gardu Induk 150 kV Sistem Tenaga Listrik DKI Jakarta dan Banten,"Prof. Dr. Ir. Rudy Setiabudy, DEA"
2023/2024-1,Skripsi,Teknik Elektro Paralel,Perbaikan dan Optimasi Rancangan Sistem Pencahayaan Laboratorium Teknik Sipil Fakultas Teknik Universitas Indonesia,"Prof. Dr. Ir. Rudy Setiabudy, DEA"
2023/2024-1,Skripsi,Teknik Elektro Reguler,Penentuan Lokasi Penempatan dan Kapasitas Static Var Compensator pada Subsistem Mandirancan Menggunakan Metode Particle Swarm Optimization,"Ir. I Made Ardita Y, M.T."
2023/2024-1,Skripsi,Teknik Elektro Reguler,Strategi Manajemen Beban Puncak Melalui Penjadwalan Pengisian Daya Dua Arah Pada Electric Vehicle (EV) Secara Terdistribusi Menggunakan Kombinasi Penetrasi PLTS Atap Pada Jaringan Distribusi 20 kV,"Ir. I Made Ardita Y, M.T."
2023/2024-1,Skripsi,Teknik Elektro Internasional,"Analisa Tekno-Ekonomi Implementasi Sistem Tenaga Surya dengan Konfigurasi Hybrid, Off-Grid, Dan On-Grid di Mentawai","Dr.Ing Budi Sudiarto, ST., MT."
2023/2024-1,Skripsi,Teknik Elektro Reguler,"Rancang Bangun Antena Mikrostrip Super-Wideband Dengan Rentang Frekuensi Kerja 0,5 - 40 GHz untuk Aplikasi Pertahanan Keamanan","Prof. Dr. Ir. Fitri Yuli Zulkifli, ST., MSc"
2023/2024-1,Skripsi,Teknik Elektro Paralel,Klasifikasi Tingkat Kualitas Udara Menggunakan Metode Hybrid CNN-SVM,"Prof Dr Ir Dadang Gunawan, M.Eng."
2023/2024-1,Skripsi,Teknik Elektro Reguler,Studi Koordinasi Proteksi Arus Lebih Akibat Gangguan pada Trafo-1 3D Substation (3D TX-1) yang Dapat Menyebabkan Blackout di PT Pertamina Hulu Rokan Area Minas,"Prof. Ir. Rinaldy Dalimi, M.Sc. Ph.D."
2023/2024-1,Skripsi,Teknik Elektro Paralel,Pengaplikasian Deep Learning dalam Pendeteksian Seatbelt Menggunakan Arsitektur Faster RCNN dan YOLO Pada Kendaraan Mobil,"Prof. Dr. Muhammad Suryanegara, ST., M.Sc., IPU"
2023/2024-1,Skripsi,Teknik Elektro Paralel,Analisis Perancangan Sistem Proteksi Penangkal Petir Eksternal pada Gedung Internetindo Data Centra,"Prof. Ir. Rinaldy Dalimi, M.Sc. Ph.D."
2023/2024-1,Skripsi,Teknik Elektro Paralel,Analisis Kualitas Daya Pada Panel Distribusi Utilitas Gedung Internetindo Data Centra,"Prof. Ir. Rinaldy Dalimi, M.Sc. Ph.D."
2023/2024-1,Skripsi,Teknik Elektro Reguler,Penggunaan Machine Learning untuk Klasifikasi Sisa Makanan yang Tidak Termakan oleh Pasien sebagai Salah Satu Standar Pelayanan Minimal Rumah Sakit,"Prof. Dr. Muhammad Suryanegara, ST., M.Sc., IPU"
2023/2024-1,Skripsi,Teknik Elektro Paralel,Deteksi Pelanggaran Lalu Lintas Pengendara Roda Dua yang Tidak Menggunakan Helm Melalui Penggunaan You Only Look Once Version 5 (YOLOv5) dan Retinanet,"Prof. Dr. Muhammad Suryanegara, ST., M.Sc., IPU"
2023/2024-1,Skripsi,Teknik Elektro Reguler,Penerapan Model Deep Learning MobileNet Menggunakan Raspberry Pi untuk Klasifikasi Mata Tertutup dan Terbuka bagi Pengendara Mobil,"Prof. Dr. Muhammad Suryanegara, ST., M.Sc., IPU"
2023/2024-1,Skripsi,Teknik Komputer Reguler,"Pengembangan Teknik Steganografi Citra ke Citra Menggunakan Permutasi Josephus, Logistic Map, dan Teknik Penyisipan LSB 3-3-2 untuk Skema Citra RGB","Muhammad Firdaus Syawaludin Lubis, S.T., MT., Ph.D."
2022/2023-2,Skripsi,Teknik Elektro Paralel,Audit Energi Pada Bangunan Komersial Studi Kasus Kawasan Perkantoran Indy Bintaro Office Park,"Aji Nur Widyanto, ST., MT."
2022/2023-2,Skripsi,Teknik Elektro Reguler,Evaluasi Sistem Proteksi Petir Internal pada Bangunan Studi Kasus i-CELL Fakultas Teknik Universitas Indonesia,"Aji Nur Widyanto, ST., MT."
2022/2023-2,Skripsi,Teknik Elektro Reguler,Evaluasi Sistem Proteksi Petir Eksternal pada Bangunan Industri Studi Kasus Kawasan Pabrik PT Toyota Motor Manufacturing Indonesia (Karawang Plant),"Aji Nur Widyanto, ST., MT."
2022/2023-2,Skripsi,Teknik Elektro Reguler,Evaluasi Sistem Proteksi Petir Eksternal pada Bangunan Studi Kasus Gedung Sarana Olahraga (SOR) Universitas Indonesia,"Aji Nur Widyanto, ST., MT."
2022/2023-2,Skripsi,Teknik Elektro Reguler,Evaluasi Sistem Proteksi Petir Eksternal pada Bangunan Studi Kasus Gedung I-CELL FTUI,"Aji Nur Widyanto, ST., MT."
2022/2023-2,Skripsi,Teknik Elektro Reguler,Evaluasi Sistem Pencahayaan Pada Bangunan Studi Kasus Gedung Pusat Kegiatan Mahasiswa Universitas Indonesia,"Aji Nur Widyanto, ST., MT."
2022/2023-2,Skripsi,Teknik Elektro Reguler,Studi Sistem Pencahayaan Gedung Olahraga Studi Kasus Gedung Sarana Olahraga (SOR) Universitas Indonesia,"Aji Nur Widyanto, ST., MT."
2022/2023-2,Skripsi,Teknik Elektro Reguler,Evaluasi Sistem Proteksi Petir Eksternal pada Bangunan (Studi Kasus Gedung Baru Pusat Kegiatan Mahasiswa Universitas Indonesia),"Aji Nur Widyanto, ST., MT."
2022/2023-2,Skripsi,Teknik Biomedik,Rancang Bangun Prototipe Sistem Pencitraan Near-Infrared Indocyanine Green (ICG) Rendah Biaya dengan Analisis Karakteristik Filter dan Pengolahan Hasil Citra,"Ir. Purnomo Sidi Priambodo, M.Sc., Ph.D."
2022/2023-2,Skripsi,Teknik Komputer Reguler,Analisis Implementasi SCRUM pada tim pengembangan aplikasi di PT Pegadaian,"Fransiskus Astha Ekadiyanto, S.T. M.Sc."
2022/2023-2,Skripsi,Teknik Biomedik,Pengembangan Model Deteksi dan Segmentasi Berbasis U-Net untuk Lokalisasi Kelainan Paru Indikator TB pada Citra Rontgen Thorax,"Dr. Eng. Mia Rizkinia, S.T, M.T."
2022/2023-2,Skripsi,Teknik Elektro Reguler,Analisis Filter Optik untuk Pengembangan Kamera Near-Infrared pada Sinar Fluorescence,"Ir. Purnomo Sidi Priambodo, M.Sc., Ph.D."
2022/2023-2,Skripsi,Teknik Biomedik,Rancangan Sistem Klasifikasi Kanker Payudara Berbasis Federated Learning dengan Penerapan Algoritma Machine Learning Linear,"Dr. Eng. Mia Rizkinia, S.T, M.T."
